CCN REGCESS;CCAA;PROVINCIAS;ÁREA DE SALUD;ZONA BÁSICA DE SALUD;MUNICIPIO;TIPO CENTRO;NOMBRE;DIRECCION;CP;LOCALIDAD;TELEFONO;DEPENDENCIA DE GESTIÓN;MODALIDAD DE GESTIÓN;ACREDITACIÓN DOCENTE POSTGRADUADA
1648000843.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Balmaseda;CENTRO SALUD;BALMASEDA;AV ENCARTACIONES, Nº 11;48800;BALMASEDA;946102325;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000998.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Artzentales;CONSULTORIO LOCAL;ARTZENTALES-SAN MIGUEL;BARRIO SAN MIGUEL, Nº 22;48879;ARTZENTALES;946809180;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000991.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Artzentales;CONSULTORIO LOCAL;ARTZENTALES-TRASLAVIÑA;LEHENDAKARI AGIRRE, Nº 27;48879;ARTZENTALES;946809205;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000997.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Karrantza Harana/Valle de Carranza;CONSULTORIO LOCAL;KARRANZA;BARRIO CONCHA, Nº 17;48891;KARRANTZA HARANA/VALLE DE CARRANZA;946806519;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000996.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Lanestosa;CONSULTORIO LOCAL;LANESTOSA;PLAZA JOSE MARÍA MAKUA, Nº 1;48895;LANESTOSA;946107134;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000999.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BALMASEDA;Trucios-Turtzioz;CONSULTORIO LOCAL;TRUCIOS;LEHENDAKARI AGUIRRE, Nº 60;48880;TRUCIOS-TURTZIOZ;946809127;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648002873.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;BUENAVISTA;Portugalete;CENTRO SALUD;BUENAVISTA;AV KANPAZAR, Nº 12;48920;PORTUGALETE;946007545;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Pediátrica:Enfermería, Pediátrica:Medicina, Familia y Comunitaria:Enfermeria
1648000913.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;GÜEÑES;Güeñes;CENTRO SALUD;SODUPE;CL SODUPE GOIKOA, Nº 13;48840;SODUPE;946692325;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000986.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;GÜEÑES;Gordexola;CONSULTORIO LOCAL;GORDEXOLA;PLAZA MOLINAR, Nº 3;48192;GORDEXOLA;946798023;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648004927.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;GÜEÑES;Güeñes;CONSULTORIO LOCAL;GÜEÑES;CL JOSE M. ARRIETA MASCARUA, Nº 6-8;48840;GÜEÑES;946006042;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648003489.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;GÜEÑES;Güeñes;CONSULTORIO LOCAL;LA QUADRA;BARRIO LA CUADRA;48840;LA CUADRA;946693276;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000987.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;GÜEÑES;Güeñes;CONSULTORIO LOCAL;ZARAMILLO;BARRIO ZARAMILLO S/N;48820;ZARAMILLO;946698500;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000889.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ORTUELLA;Ortuella;CENTRO SALUD;ORTUELLA;AVDA. MINERO, S/N;48530;ORTUELLA;946007630;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria
1648003950.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;PORTUGALETE REPELEGA;Portugalete;CENTRO SALUD;REPELEGA;BARRENGOITIA, Nº 9;48920;PORTUGALETE;946007500;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Pediátrica:Medicina, Pediátrica:Enfermería
1648000890.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;PORTUGALETE-CENTRO;Portugalete;CENTRO SALUD;CASTAÑOS;CL GENERAL CASTAÑOS, Nº 34;48920;PORTUGALETE;946007660;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648003949.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;SANTURTZI KABIEZES;Santurtzi;CENTRO SALUD;KABIEZES;CL JOSE MIGUEL BARANDIARAN, Nº 21;48980;SANTURTZI;946007610;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Pediátrica:Enfermería, Pediátrica:Medicina, Familia y Comunitaria:Enfermeria
1648000894.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;SANTURTZI MAMARIGA;Santurtzi;CENTRO SALUD;MAMARIGA;CL PLAZA VIRGEN DEL MAR, S/N;48980;SANTURTZI;946007680;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria, Pediátrica:Medicina, Pediátrica:Enfermería
1648000966.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;SANTURTZI MAMARIGA;Zierbena;CONSULTORIO LOCAL;ZIERBANA;LA CUESTA, Nº 1;48540;ZIERBENA;946365511;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000888.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;TRAPAGARAN;Valle de Trápaga-Trapagaran;CENTRO SALUD;TRÁPAGA;CL SAN JOSE, S/N;48510;VALLE DE TRÁPAGA;946007760;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000974.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;TRAPAGARAN;Valle de Trápaga-Trapagaran;CONSULTORIO LOCAL;LA ARBOLEDA;PEREZ GALDOS, S/N;48520;TRÁPAGA;946604056;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648001016.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Zalla;CENTRO SALUD;ZALLA;PLAZA EUSKADI, S/N;48860;ZALLA;946007590;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000994.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Sopuerta;CONSULTORIO LOCAL;SOPUERTA-LA BALUGA;CL SAN PEDRO, S/N;48190;SOPUERTA;946104949;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000992.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Galdames;CONSULTORIO LOCAL;GALDAMES-SAN ESTEBAN;BARRIO SAN ESTEBAN, S/N;48191;GALDAMES;946504367;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648001002.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Galdames;CONSULTORIO LOCAL;GALDAMES-SAN PEDRO;BARRIO SAN PEDRO, S/N;48191;GALDAMES;946104006;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000993.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Sopuerta;CONSULTORIO LOCAL;SOPUERTA-MERCADILLO;LA LLANTADA, Nº 1;48190;SOPUERTA;946104949;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000995.0;PAÍS VASCO;BIZKAIA;OSI EZKERRALDEA - ENKARTERRI - CRUCES;ZALLA;Zalla;CONSULTORIO LOCAL;ARANGUREN;BARRIO LA INMACULADA, S/N;48850;ZALLA;946670647;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000908.0;PAÍS VASCO;BIZKAIA;OSI URIBE;ALANGO;Getxo;CENTRO SALUD;ALANGO;ALANGO, Nº 30;48992;ALGORTA;946007030;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648002642.0;PAÍS VASCO;BIZKAIA;OSI URIBE;ALGORTA;Getxo;CENTRO SALUD;ALGORTA;CL BIDEZABAL, Nº 30;48993;ALGORTA;946007100;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648002471.0;PAÍS VASCO;BIZKAIA;OSI URIBE;ASTRABUDUA;Erandio;CENTRO SALUD;ASTRABUDUA;MEZO, Nº 35;48950;ASTRABUDUA;946007050;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria, Obstrético-Ginecología:Enfermería (Matronas)
1648000852.0;PAÍS VASCO;BIZKAIA;OSI URIBE;ERANDIO;Erandio;CENTRO SALUD;ERANDIO;IBARRONDO S/N;48950;ERANDIO;946007130;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Pediátrica:Enfermería, Pediátrica:Medicina, Familia y Comunitaria:Enfermeria
1648000990.0;PAÍS VASCO;BIZKAIA;OSI URIBE;ERANDIO;Erandio;CONSULTORIO LOCAL;ERANDIO GOIKOA;JESÚS MARÍA OLAGÜE, Nº 1;48950;ERANDIO;944711590;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000846.0;PAÍS VASCO;BIZKAIA;OSI URIBE;GORLIZ-PLENTZIA;Gorliz;CENTRO SALUD;GORLIZ;JOSEBA A. AGUIRRE ENPARANTZA, Nº 1;48630;GORLIZ;946773461;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000905.0;PAÍS VASCO;BIZKAIA;OSI URIBE;GORLIZ-PLENTZIA;Plentzia;CONSULTORIO LOCAL;PLENTZIA;CL FRONTOI, S/N;48620;PLENTZIA;946772565;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000972.0;PAÍS VASCO;BIZKAIA;OSI URIBE;GORLIZ-PLENTZIA;Barrika;CONSULTORIO LOCAL;BARRIKA;UDALETXEKO BIDEA, Nº 4;48650;BARRIKA;946772565;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000981.0;PAÍS VASCO;BIZKAIA;OSI URIBE;GORLIZ-PLENTZIA;Lemoiz;CONSULTORIO LOCAL;ARMINTZA;ATALAIA, Nº 5;48620;LEMOIZ;946773461;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648002647.0;PAÍS VASCO;BIZKAIA;OSI URIBE;GORLIZ-PLENTZIA;Lemoiz;CONSULTORIO LOCAL;LEMOIZ;BARRIO URIZAR, Nº 56;48620;LEMOIZ;946773461;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000845.0;PAÍS VASCO;BIZKAIA;OSI URIBE;LAS ARENAS;Getxo;CENTRO SALUD;AREETA;BIDEBARRIETA, Nº 10;48930;LAS ARENAS;946007170;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000844.0;PAÍS VASCO;BIZKAIA;OSI URIBE;LEIOA;Leioa;CENTRO SALUD;LEIOA;PLAZA IKEA BARRI, Nº 1;48940;LEIOA;946007001;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria
1648003488.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Mungia;CENTRO SALUD;MUNGIA;LORADI ENPARANTZA, Nº 1;48100;MUNGIA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000918.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Arrieta;CONSULTORIO LOCAL;ARRIETA;Bª LIBAO, Nº 16;48114;ARRIETA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648004835.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Bakio;CONSULTORIO LOCAL;BAKIO;BASIGOKO BIDE NAGUSIA, 23;48130;BAKIO;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000967.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Fruiz;CONSULTORIO LOCAL;FRUIZ;ALDAI AUZOA, 90 LURBARRI ERAIKINA;48116;FRUIZ;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000971.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Gamiz-Fika;CONSULTORIO LOCAL;FIKA;Bº ELEJALDE, 30;48113;GAMIZ-FIKA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000917.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Gamiz-Fika;CONSULTORIO LOCAL;GAMIZ;Bª ERGOIEN, S/N;48113;GAMIZ-FIKA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000916.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Gatika;CONSULTORIO LOCAL;GATIKA;Bº SERTUCHA, S/N;48110;GATIKA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648001001.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Laukiz;CONSULTORIO LOCAL;LAUKIZ;PLAZA LAUAXETA, Nº 7;48111;LAUKIZ;946151525;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000919.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Maruri-Jatabe;CONSULTORIO LOCAL;MARURI;ERDIGUNE AUZOA, Nº 70;48112;MARURI - JATABE;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000920.0;PAÍS VASCO;BIZKAIA;OSI URIBE;MUNGIA;Meñaka;CONSULTORIO LOCAL;MEÑAKA;ELIAS AGIRRE ENPARANTZA S/N ;48120;MEÑAKA;946007150;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000880.0;PAÍS VASCO;BIZKAIA;OSI URIBE;SOPELANA;Sopela;CENTRO SALUD;SOPELA;SUGURDIALDE, Nº 1;48600;SOPELANA;946764119;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria
1648000881.0;PAÍS VASCO;BIZKAIA;OSI URIBE;SOPELANA;Berango;CONSULTORIO LOCAL;BERANGO;MOREAGA KALEA 9 BIS;48640;BERANGO;944034630;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000969.0;PAÍS VASCO;BIZKAIA;OSI URIBE;SOPELANA;Urduliz;CONSULTORIO LOCAL;URDULIZ;AITA GOTZON KALEA, Nº 20;48610;URDULIZ;946762975;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000849.0;PAÍS VASCO;BIZKAIA;OSI URIBE;TXORIHERRI;Derio;CENTRO SALUD;DERIO;GORBEA, Nº 1;48160;DERIO;944543004;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria, Obstrético-Ginecología:Enfermería (Matronas)
1648002650.0;PAÍS VASCO;BIZKAIA;OSI URIBE;TXORIHERRI;Lezama;CONSULTORIO LOCAL;LEZAMA;BARRIO ARETZALDE, Nº 80;48196;LEZAMA;944556501;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000915.0;PAÍS VASCO;BIZKAIA;OSI URIBE;TXORIHERRI;Loiu;CONSULTORIO LOCAL;LOIU;AV ZABALOETXE, Nº 18;48180;LOIU;944535714;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
1648000850.0;PAÍS VASCO;BIZKAIA;OSI URIBE;TXORIHERRI;Sondika;CONSULTORIO LOCAL;SONDIKA;LEHENDAKARI AGIRRE, Nº 41;48150;SONDIKA;944533141;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000882.0;PAÍS VASCO;BIZKAIA;OSI URIBE;TXORIHERRI;Zamudio;CONSULTORIO LOCAL;ZAMUDIO;ABARKOETXEA BIDEA, Nº 11;48170;ZAMUDIO;944521107;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000871.0;PAÍS VASCO;BIZKAIA;Localidad adscrita a: OSI DEBABARRENA;ERMUA;Ermua;CENTRO SALUD;ERMUA;SANTA ANA, S/N;48260;ERMUA;943032630;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1648000973.0;PAÍS VASCO;BIZKAIA;Localidad adscrita a: OSI DEBABARRENA;ERMUA;Mallabia;CONSULTORIO LOCAL;MALLABIA;MALLE-AZPI, S/N;48269;MALLABIA;943177120/943032630;SERVICIO VASCO DE SALUD - OSAKIDEZTA;Pública Directa;NO
